Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist
CRISTIANO RONALDO,12/13,LALIGA,23,2013-02-09,H,REAL MADRID,SEVILLA FC,4:01,LW,26,2:00,LEFT-FOOTED SHOT,KAKA
CRISTIANO RONALDO,12/13,LALIGA,23,2013-02-09,H,REAL MADRID,SEVILLA FC,4:01,LW,59,4:00,RIGHT-FOOTED SHOT,GONZALO HIGUAIN
CRISTIANO RONALDO,12/13,LALIGA,23,2013-02-09,H,REAL MADRID,SEVILLA FC,4:01,LW,46,3:00,LEFT-FOOTED SHOT,ALVARO ARBELOA
LIONEL MESSI,12/13,LALIGA,23,2013-02-10,H,FC BARCELONA,GETAFE CF,6:01,CF,13,2:00,LEFT-FOOTED SHOT,THIAGO
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,LAST 16,2013-02-13,H,REAL MADRID,MANCHESTER UNITED,1:01,LW,30,1:01,HEADER,ANGEL DI MARIA
LIONEL MESSI,12/13,LALIGA,24,2013-02-16,A,FC BARCELONA,GRANADA CF,1:02,CF,49,1:01,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,12/13,LALIGA,24,2013-02-16,A,FC BARCELONA,GRANADA CF,1:02,CF,72,1:02,DIRECT FREE KICK,OTHER
LIONEL MESSI,12/13,LALIGA,25,2013-02-23,H,FC BARCELONA,SEVILLA FC,2:01,CF,60,2:01,LEFT-FOOTED SHOT,CRISTIAN TELLO
CRISTIANO RONALDO,12/13,COPA DEL REY,SEMI-FINALS,2013-02-26,A,REAL MADRID,FC BARCELONA,1:03,LW,12,0:01,PENALTY,OTHER
CRISTIANO RONALDO,12/13,COPA DEL REY,SEMI-FINALS,2013-02-26,A,REAL MADRID,FC BARCELONA,1:03,LW,57,0:02,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,12/13,LALIGA,26,2013-03-02,A,FC BARCELONA,REAL MADRID,2:01,CF,18,1:01,LEFT-FOOTED SHOT,DANI ALVES
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,LAST 16,2013-03-05,A,REAL MADRID,MANCHESTER UNITED,1:02,LW,69,1:02,RIGHT-FOOTED SHOT,GONZALO HIGUAIN
LIONEL MESSI,12/13,LALIGA,27,2013-03-09,H,FC BARCELONA,DEPORTIVO DE LA CORUAA,2:00,CF,88,2:00,LEFT-FOOTED SHOT,ALEXIS SANCHEZ
CRISTIANO RONALDO,12/13,LALIGA,27,2013-03-10,A,REAL MADRID,CELTA DE VIGO,1:02,LW,71,1:02,PENALTY,OTHER
CRISTIANO RONALDO,12/13,LALIGA,27,2013-03-10,A,REAL MADRID,CELTA DE VIGO,1:02,LW,61,0:01,LEFT-FOOTED SHOT,JOSE CALLEJÃ³N
LIONEL MESSI,12/13,UEFA CHAMPIONS LEAGUE,LAST 16,2013-03-12,H,FC BARCELONA,AC MILAN,4:00,CF,5,1:00,LEFT-FOOTED SHOT,XAVI
LIONEL MESSI,12/13,UEFA CHAMPIONS LEAGUE,LAST 16,2013-03-12,H,FC BARCELONA,AC MILAN,4:00,CF,40,2:00,LEFT-FOOTED SHOT,ANDRES INIESTA
CRISTIANO RONALDO,12/13,LALIGA,28,2013-03-16,H,REAL MADRID,RCD MALLORCA,5:02,LW,52,2:02,HEADER,MESUT OZIL
LIONEL MESSI,12/13,LALIGA,28,2013-03-17,H,FC BARCELONA,RAYO VALLECANO,3:01,CF,40,2:00,LEFT-FOOTED SHOT,DAVID VILLA
LIONEL MESSI,12/13,LALIGA,28,2013-03-17,H,FC BARCELONA,RAYO VALLECANO,3:01,CF,57,3:00,LEFT-FOOTED SHOT,DAVID VILLA
LIONEL MESSI,12/13,LALIGA,29,2013-03-30,A,FC BARCELONA,CELTA DE VIGO,2:02,CF,73,1:02,LEFT-FOOTED SHOT,CRISTIAN TELLO
CRISTIANO RONALDO,12/13,LALIGA,29,2013-03-30,A,REAL MADRID,REAL ZARAGOZA,1:01,LW,38,1:01,LONG DISTANCE KICK,OTHER
LIONEL MESSI,12/13,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2013-04-02,A,FC BARCELONA,PARIS SAINT-GERMAIN,2:02,CF,38,0:01,LEFT-FOOTED SHOT,DANI ALVES
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2013-04-03,H,REAL MADRID,GALATASARAY,3:00,LW,9,1:00,LEFT-FOOTED SHOT,MESUT OZIL
CRISTIANO RONALDO,12/13,LALIGA,30,2013-04-06,H,REAL MADRID,LEVANTE UD,5:01,CF,84,3:01,RIGHT-FOOTED SHOT,GONZALO HIGUAIN
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2013-04-09,A,REAL MADRID,GALATASARAY,3:02,LW,90+2,3:02,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2013-04-09,A,REAL MADRID,GALATASARAY,3:02,LW,8,0:01,RIGHT-FOOTED SHOT,SAMI KHEDIRA
CRISTIANO RONALDO,12/13,LALIGA,31,2013-04-14,A,REAL MADRID,ATHLETIC BILBAO,0:03,LW,2,0:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,12/13,LALIGA,31,2013-04-14,A,REAL MADRID,ATHLETIC BILBAO,0:03,LW,68,0:02,HEADER,XABI ALONSO
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2013-04-24,A,REAL MADRID,BORUSSIA DORTMUND,4:01,LW,43,1:01,RIGHT-FOOTED SHOT,GONZALO HIGUAIN
LIONEL MESSI,12/13,LALIGA,33,2013-04-27,A,FC BARCELONA,ATHLETIC BILBAO,2:02,CF,67,1:01,LEFT-FOOTED SHOT,THIAGO
CRISTIANO RONALDO,12/13,LALIGA,34,2013-05-04,H,REAL MADRID,REAL VALLADOLID CF,4:03,LW,32,2:01,HEADER,ANGEL DI MARIA
CRISTIANO RONALDO,12/13,LALIGA,34,2013-05-04,H,REAL MADRID,REAL VALLADOLID CF,4:03,LW,70,4:02,HEADER,MESUT OZIL
LIONEL MESSI,12/13,LALIGA,34,2013-05-05,H,FC BARCELONA,REAL BETIS BALOMPIE,4:02,CF,60,3:02,DIRECT FREE KICK,OTHER
LIONEL MESSI,12/13,LALIGA,34,2013-05-05,H,FC BARCELONA,REAL BETIS BALOMPIE,4:02,CF,71,4:02,LEFT-FOOTED SHOT,ALEXIS SANCHEZ
CRISTIANO RONALDO,12/13,LALIGA,36,2013-05-08,H,REAL MADRID,MALAGA CF,6:02,LW,26,2:01,RIGHT-FOOTED SHOT,XABI ALONSO
CRISTIANO RONALDO,12/13,COPA DEL REY,FINAL,2013-05-17,A,REAL MADRID,ATLETICO DE MADRID,2:1 AET,LW,14,0:01,HEADER,LUKA MODRIC
LIONEL MESSI,13/14,LALIGA,1,2013-08-18,H,FC BARCELONA,LEVANTE UD,7:00,CF,42,5:00,PENALTY,OTHER
LIONEL MESSI,13/14,LALIGA,1,2013-08-18,H,FC BARCELONA,LEVANTE UD,7:00,CF,13,2:00,LEFT-FOOTED SHOT,PEDRO
CRISTIANO RONALDO,13/14,LALIGA,3,2013-09-01,H,REAL MADRID,ATHLETIC BILBAO,3:01,LW,45,2:00,HEADER,ANGEL DI MARIA
LIONEL MESSI,13/14,LALIGA,3,2013-09-01,A,FC BARCELONA,VALENCIA CF,2:03,CF,41,0:03,LEFT-FOOTED SHOT,NEYMAR
LIONEL MESSI,13/14,LALIGA,3,2013-09-01,A,FC BARCELONA,VALENCIA CF,2:03,CF,39,0:02,RIGHT-FOOTED SHOT,CESC FABREGAS
LIONEL MESSI,13/14,LALIGA,3,2013-09-01,A,FC BARCELONA,VALENCIA CF,2:03,CF,11,0:01,LEFT-FOOTED SHOT,CESC FABREGAS
LIONEL MESSI,13/14,LALIGA,4,2013-09-14,H,FC BARCELONA,SEVILLA FC,3:02,CF,75,2:00,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,13/14,LALIGA,4,2013-09-14,A,REAL MADRID,VILLARREAL CF,2:02,LW,64,1:02,RIGHT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-09-17,A,REAL MADRID,GALATASARAY,1:06,LW,90,1:06,LEFT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-09-17,A,REAL MADRID,GALATASARAY,1:06,LW,66,0:04,TAP-IN,SERGIO RAMOS
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-09-17,A,REAL MADRID,GALATASARAY,1:06,LW,63,0:03,LEFT-FOOTED SHOT,ISCO
LIONEL MESSI,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-09-18,H,FC BARCELONA,AJAX AMSTERDAM,4:00,CF,75,4:00,LEFT-FOOTED SHOT,XAVI
LIONEL MESSI,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-09-18,H,FC BARCELONA,AJAX AMSTERDAM,4:00,CF,55,2:00,LEFT-FOOTED SHOT,SERGIO BUSQUETS
LIONEL MESSI,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-09-18,H,FC BARCELONA,AJAX AMSTERDAM,4:00,CF,22,1:00,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,13/14,LALIGA,5,2013-09-22,H,REAL MADRID,GETAFE CF,4:01,LW,90,4:01,RIGHT-FOOTED SHOT,SAMI KHEDIRA
CRISTIANO RONALDO,13/14,LALIGA,5,2013-09-22,H,REAL MADRID,GETAFE CF,4:01,LW,34,2:01,PENALTY,OTHER
LIONEL MESSI,13/14,LALIGA,6,2013-09-24,H,FC BARCELONA,REAL SOCIEDAD,4:01,CF,8,2:00,HEADER,NEYMAR
CRISTIANO RONALDO,13/14,LALIGA,6,2013-09-25,A,REAL MADRID,ELCHE CF,1:02,LW,51,0:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,13/14,LALIGA,6,2013-09-25,A,REAL MADRID,ELCHE CF,1:02,LW,90+6,1:02,PENALTY,OTHER
LIONEL MESSI,13/14,LALIGA,7,2013-09-28,A,FC BARCELONA,UD ALMERA,0:02,CF,21,0:01,LEFT-FOOTED SHOT,PEDRO
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-10-02,H,REAL MADRID,FC COPENHAGEN,4:00,LW,21,1:00,HEADER,MARCELO
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-10-02,H,REAL MADRID,FC COPENHAGEN,4:00,LW,65,2:00,HEADER,ANGEL DI MARIA
CRISTIANO RONALDO,13/14,LALIGA,8,2013-10-05,A,REAL MADRID,LEVANTE UD,2:03,LW,90+4,2:03,RIGHT-FOOTED SHOT,LUKA MODRIC
CRISTIANO RONALDO,13/14,LALIGA,9,2013-10-19,H,REAL MADRID,MALAGA CF,2:00,LW,90+1,2:00,PENALTY,OTHER
LIONEL MESSI,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-10-22,A,FC BARCELONA,AC MILAN,1:01,CF,23,1:01,LEFT-FOOTED SHOT,ANDRES INIESTA
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-10-23,H,REAL MADRID,JUVENTUS FC,2:01,LW,29,2:01,PENALTY,OTHER
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-10-23,H,REAL MADRID,JUVENTUS FC,2:01,LW,4,1:00,RIGHT-FOOTED SHOT,ANGEL DI MARIA
CRISTIANO RONALDO,13/14,LALIGA,11,2013-10-30,H,REAL MADRID,SEVILLA FC,7:03,LW,71,6:03,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,13/14,LALIGA,11,2013-10-30,H,REAL MADRID,SEVILLA FC,7:03,LW,31,3:00,PENALTY,OTHER
CRISTIANO RONALDO,13/14,LALIGA,11,2013-10-30,H,REAL MADRID,SEVILLA FC,7:03,LW,60,5:02,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,13/14,LALIGA,12,2013-11-02,A,REAL MADRID,RAYO VALLECANO,2:03,LW,48,0:03,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,13/14,LALIGA,12,2013-11-02,A,REAL MADRID,RAYO VALLECANO,2:03,LW,3,0:01,RIGHT-FOOTED SHOT,LUKA MODRIC
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-11-05,A,REAL MADRID,JUVENTUS FC,2:02,LW,52,1:01,RIGHT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-11-06,H,FC BARCELONA,AC MILAN,3:01,CF,83,3:01,LEFT-FOOTED SHOT,CESC FABREGAS
LIONEL MESSI,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-11-06,H,FC BARCELONA,AC MILAN,3:01,CF,30,1:00,PENALTY,OTHER
CRISTIANO RONALDO,13/14,LALIGA,13,2013-11-09,H,REAL MADRID,REAL SOCIEDAD,5:01,LW,76,5:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,13/14,LALIGA,13,2013-11-09,H,REAL MADRID,REAL SOCIEDAD,5:01,LW,27,3:00,PENALTY,OTHER
CRISTIANO RONALDO,13/14,LALIGA,13,2013-11-09,H,REAL MADRID,REAL SOCIEDAD,5:01,LW,12,1:00,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,13/14,LALIGA,14,2013-11-23,A,REAL MADRID,UD ALMERIA,0:05,LW,3,0:01,LEFT-FOOTED SHOT,ISCO
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2013-12-10,A,REAL MADRID,FC COPENHAGEN,0:02,LW,48,0:02,RIGHT-FOOTED SHOT,PEPE
CRISTIANO RONALDO,13/14,LALIGA,17,2013-12-22,A,REAL MADRID,VALENCIA CF,2:03,LW,40,1:02,HEADER,ANGEL DI MARIA
CRISTIANO RONALDO,13/14,LALIGA,18,2014-01-06,H,REAL MADRID,CELTA DE VIGO,3:00,LW,82,2:00,RIGHT-FOOTED SHOT,DANIEL CARVAJAL
CRISTIANO RONALDO,13/14,LALIGA,18,2014-01-06,H,REAL MADRID,CELTA DE VIGO,3:00,LW,90,3:00,RIGHT-FOOTED SHOT,GARETH BALE
LIONEL MESSI,13/14,COPA DEL REY,LAST 16,2014-01-08,H,FC BARCELONA,GETAFE CF,4:00,CF,90,3:00,LEFT-FOOTED SHOT,MARTA MONTOYA
LIONEL MESSI,13/14,COPA DEL REY,LAST 16,2014-01-08,H,FC BARCELONA,GETAFE CF,4:00,CF,90+2,4:00,LEFT-FOOTED SHOT,ALEX SONG
CRISTIANO RONALDO,13/14,COPA DEL REY,LAST 16,2014-01-15,A,REAL MADRID,CA OSASUNA,0:02,LW,22,0:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,13/14,COPA DEL REY,LAST 16,2014-01-16,A,FC BARCELONA,GETAFE CF,0:02,CF,43,0:01,RIGHT-FOOTED SHOT,CRISTIAN TELLO
LIONEL MESSI,13/14,COPA DEL REY,LAST 16,2014-01-16,A,FC BARCELONA,GETAFE CF,0:02,CF,63,0:02,LEFT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,13/14,LALIGA,20,2014-01-18,A,REAL MADRID,REAL BETIS BALOMPIE,0:05,LW,10,0:01,RIGHT-FOOTED SHOT,ANGEL DI MARIA
CRISTIANO RONALDO,13/14,LALIGA,21,2014-01-25,H,REAL MADRID,GRANADA CF,2:00,LW,57,1:00,RIGHT-FOOTED SHOT,LUKA MODRIC
LIONEL MESSI,13/14,LALIGA,22,2014-02-01,H,FC BARCELONA,VALENCIA CF,2:03,CF,54,2:02,PENALTY,OTHER
LIONEL MESSI,13/14,LALIGA,23,2014-02-09,A,FC BARCELONA,SEVILLA FC,1:04,CF,44,1:02,LEFT-FOOTED SHOT,PEDRO
LIONEL MESSI,13/14,LALIGA,23,2014-02-09,A,FC BARCELONA,SEVILLA FC,1:04,CF,56,1:03,LEFT-FOOTED SHOT,ANDRES INIESTA
CRISTIANO RONALDO,13/14,COPA DEL REY,SEMI-FINALS,2014-02-11,A,REAL MADRID,ATLETICO DE MADRID,0:02,LW,15,0:02,PENALTY,OTHER
CRISTIANO RONALDO,13/14,COPA DEL REY,SEMI-FINALS,2014-02-11,A,REAL MADRID,ATLETICO DE MADRID,0:02,LW,6,0:01,PENALTY,OTHER
LIONEL MESSI,13/14,COPA DEL REY,SEMI-FINALS,2014-02-12,A,FC BARCELONA,REAL SOCIEDAD,1:01,CF,26,0:01,SOLO RUN,OTHER
LIONEL MESSI,13/14,LALIGA,24,2014-02-15,H,FC BARCELONA,RAYO VALLECANO,6:00,CF,36,2:00,LEFT-FOOTED SHOT,CESC FABREGAS
LIONEL MESSI,13/14,LALIGA,24,2014-02-15,H,FC BARCELONA,RAYO VALLECANO,6:00,CF,68,5:00,LEFT-FOOTED SHOT,ALEXIS SANCHEZ
LIONEL MESSI,13/14,UEFA CHAMPIONS LEAGUE,LAST 16,2014-02-18,A,FC BARCELONA,MANCHESTER CITY,0:02,CF,54,0:01,PENALTY,OTHER
LIONEL MESSI,13/14,LALIGA,25,2014-02-22,A,FC BARCELONA,REAL SOCIEDAD,3:01,CF,36,1:01,LEFT-FOOTED SHOT,MARTA MONTOYA
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,LAST 16,2014-02-26,A,REAL MADRID,FC SCHALKE 04,1:06,LW,52,0:03,LEFT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,LAST 16,2014-02-26,A,REAL MADRID,FC SCHALKE 04,1:06,LW,89,0:06,RIGHT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,13/14,LALIGA,26,2014-03-02,H,FC BARCELONA,UD ALMERA,4:01,CF,24,2:00,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,13/14,LALIGA,26,2014-03-02,A,REAL MADRID,ATLETICO DE MADRID,2:02,LW,82,2:02,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,13/14,LALIGA,27,2014-03-09,H,REAL MADRID,LEVANTE UD,3:00,LW,11,1:00,HEADER,ANGEL DI MARIA
LIONEL MESSI,13/14,UEFA CHAMPIONS LEAGUE,LAST 16,2014-03-12,H,FC BARCELONA,MANCHESTER CITY,2:01,CF,67,1:00,LEFT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,13/14,LALIGA,28,2014-03-15,A,REAL MADRID,MALAGA CF,0:01,LW,23,0:01,RIGHT-FOOTED SHOT,GARETH BALE
LIONEL MESSI,13/14,LALIGA,28,2014-03-16,H,FC BARCELONA,CA OSASUNA,7:00,CF,18,1:00,LEFT-FOOTED SHOT,ALEXIS SANCHEZ
LIONEL MESSI,13/14,LALIGA,28,2014-03-16,H,FC BARCELONA,CA OSASUNA,7:00,CF,63,4:00,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,13/14,LALIGA,28,2014-03-16,H,FC BARCELONA,CA OSASUNA,7:00,CF,88,6:00,RIGHT-FOOTED SHOT,DANI ALVES
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,LAST 16,2014-03-18,H,REAL MADRID,FC SCHALKE 04,3:01,LW,74,2:01,RIGHT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,LAST 16,2014-03-18,H,REAL MADRID,FC SCHALKE 04,3:01,LW,22,1:00,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,13/14,LALIGA,29,2014-03-23,H,REAL MADRID,FC BARCELONA,3:04,LW,55,3:02,PENALTY,OTHER
LIONEL MESSI,13/14,LALIGA,29,2014-03-23,A,FC BARCELONA,REAL MADRID,3:04,CF,42,2:02,LEFT-FOOTED SHOT,NEYMAR
LIONEL MESSI,13/14,LALIGA,29,2014-03-23,A,FC BARCELONA,REAL MADRID,3:04,CF,84,3:04,PENALTY,OTHER
LIONEL MESSI,13/14,LALIGA,29,2014-03-23,A,FC BARCELONA,REAL MADRID,3:04,CF,65,3:03,PENALTY,OTHER
LIONEL MESSI,13/14,LALIGA,30,2014-03-26,H,FC BARCELONA,CELTA DE VIGO,3:00,CF,30,2:00,RIGHT-FOOTED SHOT,ANDRES INIESTA
CRISTIANO RONALDO,13/14,LALIGA,30,2014-03-26,A,REAL MADRID,SEVILLA FC,2:01,LW,14,0:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,13/14,LALIGA,31,2014-03-29,A,FC BARCELONA,RCD ESPANYOL BARCELONA,0:01,CF,77,0:01,PENALTY,OTHER
CRISTIANO RONALDO,13/14,LALIGA,31,2014-03-29,H,REAL MADRID,RAYO VALLECANO,5:00,LW,15,1:00,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2014-04-02,H,REAL MADRID,BORUSSIA DORTMUND,3:00,LW,57,3:00,LEFT-FOOTED SHOT,LUKA MODRIC
LIONEL MESSI,13/14,LALIGA,32,2014-04-05,H,FC BARCELONA,REAL BETIS BALOMPIE,3:01,CF,86,3:01,PENALTY REBOUND,ANTONIO A05A
LIONEL MESSI,13/14,LALIGA,32,2014-04-05,H,FC BARCELONA,REAL BETIS BALOMPIE,3:01,CF,15,1:00,PENALTY,OTHER
LIONEL MESSI,13/14,LALIGA,34,2014-04-20,H,FC BARCELONA,ATHLETIC BILBAO,2:01,CF,74,2:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,13/14,LALIGA,35,2014-04-26,H,REAL MADRID,CA OSASUNA,4:00,LW,6,1:00,LONG DISTANCE KICK,ANGEL DI MARIA
CRISTIANO RONALDO,13/14,LALIGA,35,2014-04-26,H,REAL MADRID,CA OSASUNA,4:00,LW,52,2:00,LONG DISTANCE KICK,ISCO
LIONEL MESSI,13/14,LALIGA,35,2014-04-27,A,FC BARCELONA,VILLARREAL CF,2:03,CF,83,2:03,RIGHT-FOOTED SHOT,CESC FABREGAS
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2014-04-29,A,REAL MADRID,BAYERN MUNICH,0:04,LW,90,0:04,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2014-04-29,A,REAL MADRID,BAYERN MUNICH,0:04,LW,34,0:03,COUNTER ATTACK GOAL,GARETH BALE
LIONEL MESSI,13/14,LALIGA,36,2014-05-03,H,FC BARCELONA,GETAFE CF,2:02,CF,23,1:00,LEFT-FOOTED SHOT,DANI ALVES
CRISTIANO RONALDO,13/14,LALIGA,36,2014-05-04,H,REAL MADRID,VALENCIA CF,2:02,LW,90,2:02,RIGHT-FOOTED SHOT,ANGEL DI MARIA
CRISTIANO RONALDO,13/14,UEFA CHAMPIONS LEAGUE,FINAL,2014-05-24,H,REAL MADRID,ATLETICO DE MADRID,4:1 AET,LW,120,4:01,PENALTY,OTHER
CRISTIANO RONALDO,14/15,UEFA SUPER CUP,FINAL,2014-08-12,H,REAL MADRID,SEVILLA FC,2:00,LW,30,1:00,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,14/15,UEFA SUPER CUP,FINAL,2014-08-12,H,REAL MADRID,SEVILLA FC,2:00,LW,49,2:00,LEFT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,14/15,LALIGA,1,2014-08-24,H,FC BARCELONA,ELCHE CF,3:00,CF,64,3:00,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,14/15,LALIGA,1,2014-08-24,H,FC BARCELONA,ELCHE CF,3:00,CF,42,1:00,LEFT-FOOTED SHOT,SERGIO BUSQUETS
CRISTIANO RONALDO,14/15,LALIGA,1,2014-08-25,H,REAL MADRID,CÃ³RDOBA CF,2:00,LW,90,2:00,RIGHT-FOOTED SHOT,ISCO
CRISTIANO RONALDO,14/15,LALIGA,3,2014-09-13,H,REAL MADRID,ATLETICO DE MADRID,1:02,LW,25,1:01,PENALTY,OTHER
CRISTIANO RONALDO,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-09-16,H,REAL MADRID,FC BASEL 1893,5:01,LW,31,3:00,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,14/15,LALIGA,4,2014-09-20,A,REAL MADRID,DEPORTIVO DE LA CORUÃ±A,2:08,RW,29,0:01,HEADER,ALVARO ARBELOA
CRISTIANO RONALDO,14/15,LALIGA,4,2014-09-20,A,REAL MADRID,DEPORTIVO DE LA CORUÃ±A,2:08,RW,41,0:03,LEFT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,14/15,LALIGA,4,2014-09-20,A,REAL MADRID,DEPORTIVO DE LA CORUÃ±A,2:08,RW,78,1:06,LEFT-FOOTED SHOT,JAMES RODRIGUEZ
LIONEL MESSI,14/15,LALIGA,4,2014-09-21,A,FC BARCELONA,LEVANTE UD,0:05,CF,77,0:05,RIGHT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,14/15,LALIGA,5,2014-09-23,H,REAL MADRID,ELCHE CF,5:01,CF,28,2:01,PENALTY,OTHER
CRISTIANO RONALDO,14/15,LALIGA,5,2014-09-23,H,REAL MADRID,ELCHE CF,5:01,CF,90,5:01,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,14/15,LALIGA,5,2014-09-23,H,REAL MADRID,ELCHE CF,5:01,CF,80,4:01,PENALTY,OTHER
CRISTIANO RONALDO,14/15,LALIGA,5,2014-09-23,H,REAL MADRID,ELCHE CF,5:01,CF,32,3:01,HEADER,MARCELO
CRISTIANO RONALDO,14/15,LALIGA,6,2014-09-27,A,REAL MADRID,VILLARREAL CF,0:02,CF,40,0:02,RIGHT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,14/15,LALIGA,6,2014-09-27,H,FC BARCELONA,GRANADA CF,6:00,CF,62,4:00,HEADER,DANI ALVES
LIONEL MESSI,14/15,LALIGA,6,2014-09-27,H,FC BARCELONA,GRANADA CF,6:00,CF,82,6:00,RIGHT-FOOTED SHOT,OTHER
LIONEL MESSI,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-09-30,A,FC BARCELONA,PARIS SAINT-GERMAIN,3:02,RW,12,1:01,LEFT-FOOTED SHOT,ANDRES INIESTA
CRISTIANO RONALDO,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-10-01,A,REAL MADRID,LUDOGORETS RAZGRAD,1:02,CF,25,1:01,PENALTY,OTHER
LIONEL MESSI,14/15,LALIGA,7,2014-10-04,A,FC BARCELONA,RAYO VALLECANO,0:02,CF,35,0:01,LEFT-FOOTED SHOT,GERARD PIQUE
CRISTIANO RONALDO,14/15,LALIGA,7,2014-10-05,H,REAL MADRID,ATHLETIC BILBAO,5:00,LW,89,5:00,DEFLECTED SHOT ON GOAL,PEPE
CRISTIANO RONALDO,14/15,LALIGA,7,2014-10-05,H,REAL MADRID,ATHLETIC BILBAO,5:00,LW,3,1:00,HEADER,GARETH BALE
CRISTIANO RONALDO,14/15,LALIGA,7,2014-10-05,H,REAL MADRID,ATHLETIC BILBAO,5:00,LW,55,3:00,RIGHT-FOOTED SHOT,GARETH BALE
